"PlayerName","position","TeamName","TeamNameAbb","teamid","playerid","Bats","xMLBAMID","Season","Age","AgeR","SeasonMin","SeasonMax","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","GB","FB","LD","IFFB","Pitches","Balls","Strikes","IFH","BU","BUH","BB%","K%","BB/K","OBP","SLG","OPS","ISO","BABIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","BUH%","TTO%","wOBA","wRAA","wRC","Batting","Fielding","Replacement","Positional","wLeague","CFraming","Defense","Offense","RAR","WAR","WAROld","Dollars","BaseRunning","Spd","wRC+","wBsR","WPA","-WPA","+WPA","RE24","REW","pLI","phLI","PH","WPA/LI","Clutch","FB%1","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","PO%","wFB","wSL","wCT","wCB","wCH","wSF","wKN","wFB/C","wSL/C","wCT/C","wCB/C","wCH/C","wSF/C","wKN/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","CStr%","C+SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","UBR","GDPRuns","AVG+","BB%+","K%+","OBP+","SLG+","ISO+","BABIP+","LD%+","GB%+","FB%+","HRFB%+","Pull%+","Cent%+","Oppo%+","Soft%+","Med%+","Hard%+","xwOBA","xAVG","xSLG","XBR","PPTV","CPTV","BPTV","DSV","DGV","BTV","rPPTV","rCPTV","rBPTV","rDSV","rDGV","rBTV","EBV","ESV","rFTeamV","rBTeamV","rTV","piCH%","piCS%","piCU%","piFA%","piFC%","piFS%","piKN%","piSB%","piSI%","piSL%","piXX%","pivCH","pivCS","pivCU","pivFA","pivFC","pivFS","pivKN","pivSB","pivSI","pivSL","pivXX","piCH-X","piCS-X","piCU-X","piFA-X","piFC-X","piFS-X","piKN-X","piSB-X","piSI-X","piSL-X","piXX-X","piCH-Z","piCS-Z","piCU-Z","piFA-Z","piFC-Z","piFS-Z","piKN-Z","piSB-Z","piSI-Z","piSL-Z","piXX-Z","piwCH","piwCS","piwCU","piwFA","piwFC","piwFS","piwKN","piwSB","piwSI","piwSL","piwXX","piwCH/C","piwCS/C","piwCU/C","piwFA/C","piwFC/C","piwFS/C","piwKN/C","piwSB/C","piwSI/C","piwSL/C","piwXX/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","piPace","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","Q","TG","TPA","Pos"
"Jose Altuve","2B","HOU","HOU",21,5417,"R",514888,2024,34,"34 - 34",2024,2024,153,628,682,185,134,31,0,20,94,65,47,2,119,7,0,0,15,22,7,0.295,208,166,122,13,2456,832,1624,18,13,9,0.069,0.174,0.395,0.35,0.439,0.79,0.145,0.337,1.253,0.246,0.419,0.335,0.078,0.12,0.087,0.692,0.273,0.344,18.695,98.474,21.444,-7.03,20.622,1.624,2.113,NA,-5.406,20.72,38.048,3.93,3.902,31.436,-0.724,4.424,127.48,0.097,1.969,-10.914,12.883,15.835,1.652,0.937,2.176,2,1.693,0.408,0.448,93.801,0.25,84.943,0.076,89.439,0.081,79.869,0.105,85.186,0.04,87,NA,NA,0.003,NA,8.142,9.639,-0.024,-1.227,1.564,-0.447,NA,0.741,1.572,-0.013,-0.619,0.606,-0.452,NA,0.396,0.697,0.51,0.701,0.886,0.796,0.378,0.645,0.104,0.147,0.25,283,154,72,82,282,145,509,0.556,0.303,0.141,0.161,0.554,0.285,-1.4,-0.3,122.89,84.823,77.308,113.461,111.405,93.617,118.151,126.155,101.105,85.759,106.272,136.23,86.195,58.728,99.41,104.924,91.919,0.318,0.264,0.406,-0.821,2,0,0,0,1,0,0.07,NA,NA,NA,0.158,NA,2,0,0.228,0,0.228,0.107,NA,0.075,0.258,0.068,0.035,NA,NA,0.189,0.268,NA,85.196,NA,79.78,94.059,90.077,86.395,NA,NA,93.823,85.08,NA,-0.386,NA,2.211,-1.085,0.483,-5.521,NA,NA,-7.269,2.893,NA,2.565,NA,-7.137,8.629,4.132,0.713,NA,NA,3.695,-0.018,NA,0.975,NA,-1.151,6.996,-3.534,-0.52,NA,NA,1.416,10.058,NA,0.371,NA,-0.625,1.105,-2.129,-0.598,NA,NA,0.306,1.531,NA,0.372,0.665,0.509,0.669,0.877,0.796,0.468,19.162,509,86.486,14.133,33,0.065,108.45,158,0.31,4.236,161,682,0.033
"Nico Hoerner","2B/SS","CHC","CHC",17,21479,"R",663538,2024,27,"27 - 27",2024,2024,151,582,641,159,116,35,1,7,86,48,44,1,66,12,3,0,8,31,6,0.273,230,164,125,21,2316,755,1561,25,0,0,0.069,0.103,0.667,0.335,0.373,0.708,0.1,0.297,1.402,0.241,0.443,0.316,0.128,0.043,0.109,0,0.183,0.313,1.517,76.5,2.271,6.862,19.382,2.492,1.964,NA,9.354,7.266,37.966,3.921,3.541,31.368,4.995,5.707,102.963,2.42,1.32,-10.151,11.471,5.948,0.581,0.983,NA,0,0.058,1.284,0.522,94.053,0.248,84.649,0.07,88.828,0.069,80.164,0.066,85.5,0.024,87.982,NA,NA,0.002,NA,2.189,-1.044,2.606,-3.051,2.876,3.327,NA,0.181,-0.182,1.599,-1.919,1.892,5.941,NA,0.352,0.653,0.481,0.812,0.951,0.893,0.431,0.651,0.051,0.19,0.242,177,191,151,104,309,106,519,0.341,0.368,0.291,0.2,0.595,0.204,0.7,-0.1,110.677,83.302,45.584,106.366,92.309,63.445,100.48,121.723,103.053,84.921,35.756,84.51,104.437,119.204,125.655,113.426,64.709,0.314,0.283,0.357,2.575,1,0,1,0,1,0,0.035,NA,-0.039,NA,0.158,NA,1,1,0.193,-0.039,0.154,0.063,NA,0.064,0.292,0.076,0.023,NA,NA,0.225,0.256,NA,85.653,NA,80.186,94.557,89.777,87.381,NA,NA,93.849,84.884,NA,-0.057,NA,2.541,-2.166,0.937,-5.006,NA,NA,-5.361,3.324,NA,2.119,NA,-7.078,8.301,3.635,0.912,NA,NA,3.467,-0.054,NA,1.951,NA,-1.551,-2.809,0.121,2.849,NA,NA,5.204,-3.363,NA,1.336,NA,-1.041,-0.416,0.068,5.275,NA,NA,0.999,-0.568,NA,0.314,0.63,0.481,0.78,0.94,0.891,0.53,17.757,519,85.727,10.353,6,0.012,110.106,142,0.274,3.957,162,641,0
"Jackson Chourio","OF","MIL","MIL",23,28806,"R",694192,2024,20,"20 - 20",2024,2024,148,528,573,145,91,29,4,21,80,79,39,4,121,3,2,1,7,22,7,0.275,196,128,82,6,2106,708,1398,24,4,0,0.068,0.211,0.322,0.327,0.464,0.791,0.189,0.32,1.531,0.202,0.483,0.315,0.047,0.164,0.122,0,0.316,0.339,13.084,80.113,11.759,9.523,17.326,-6.425,1.756,NA,3.098,15.714,37.893,3.914,3.757,31.308,3.955,6.058,117.162,0.547,2.54,-9.603,12.143,22.27,2.293,0.974,1.404,6,1.483,1.126,0.511,93.462,0.238,84.856,0.074,89.226,0.078,79.768,0.082,83.763,0.017,85.6,NA,NA,0.011,NA,0.324,6.469,0.702,3.204,3.549,-0.145,NA,0.03,1.296,0.453,1.953,2.052,-0.413,NA,0.34,0.681,0.488,0.599,0.862,0.758,0.434,0.647,0.118,0.176,0.293,149,167,94,64,199,147,410,0.363,0.407,0.229,0.156,0.485,0.359,0.7,0.4,111.255,82.598,93.488,103.673,114.879,120.575,108.167,102.074,112.261,84.727,137.438,90.055,115.591,93.934,97.884,92.468,113.596,0.33,0.278,0.438,3.408,2,0,1,0,0,0,0.059,NA,-0.039,NA,NA,NA,2,1,0.059,-0.039,0.02,0.085,NA,0.074,0.281,0.085,0.014,0.001,NA,0.214,0.246,NA,83.784,NA,79.505,94.032,89.966,85.852,54.137,NA,92.957,84.851,NA,2.85,NA,2.898,-1.201,0.928,-2.348,-6.472,NA,-4.029,2.772,NA,1.388,NA,-7.276,8.131,4.107,1.058,2.857,NA,3.641,-0.145,NA,3.606,NA,3.876,-0.223,3.461,-0.154,-0.175,NA,-0.229,3.558,NA,2.014,NA,2.501,-0.038,1.934,-0.53,-8.769,NA,-0.051,0.689,NA,0.316,0.652,0.489,0.526,0.862,0.756,0.513,17.946,410,89.677,7.562,32,0.078,111.637,183,0.446,3.537,162,573,0.013
"Trea Turner","SS","PHI","PHI",26,16252,"R",607208,2024,31,"31 - 31",2024,2024,121,505,539,149,103,25,0,21,88,62,27,0,98,6,1,0,10,19,4,0.295,193,149,66,11,2044,691,1353,21,0,0,0.05,0.182,0.276,0.338,0.469,0.807,0.174,0.331,1.295,0.162,0.473,0.365,0.074,0.141,0.109,0,0.271,0.349,16.87,79.921,15.484,-3.114,16.298,4.916,1.652,NA,1.802,18.122,37.873,3.911,3.5,31.292,2.638,5.283,124.023,1.107,1.56,-8.397,9.957,13.879,1.461,0.925,NA,0,2.383,-0.695,0.429,93.935,0.281,85.237,0.075,88.87,0.084,80.24,0.104,84.779,0.026,86.444,NA,NA,0,NA,6.015,2.642,7.572,-0.247,1.188,0.898,NA,0.687,0.46,4.917,-0.144,0.558,1.663,NA,0.383,0.764,0.537,0.563,0.896,0.755,0.406,0.666,0.132,0.125,0.256,188,130,90,55,215,138,408,0.461,0.319,0.221,0.135,0.527,0.338,1,-0.1,119.531,60.79,80.494,107.079,116.189,110.938,111.945,81.755,110.001,98.144,118.067,114.183,90.422,90.378,84.531,100.392,107.164,0.322,0.269,0.43,1.532,1,0,0,0,1,0,0.021,NA,NA,NA,0.158,NA,1,0,0.179,0,0.179,0.101,NA,0.077,0.274,0.073,0.025,NA,NA,0.154,0.295,NA,84.625,NA,80.078,94.513,89.395,86.045,NA,NA,93.208,85.204,NA,4.89,NA,1.405,-1.559,0.622,-0.628,NA,NA,-3.192,3.135,NA,2.161,NA,-6.549,8.186,3.929,2.032,NA,NA,3.649,-0.182,NA,1.287,NA,-1.644,-1.995,8.521,1.718,NA,NA,6.481,1.259,NA,0.622,NA,-1.04,-0.357,5.719,3.304,NA,NA,2.057,0.209,NA,0.343,0.733,0.538,0.473,0.888,0.755,0.499,18.503,408,89.096,11.644,28,0.069,110.582,164,0.402,3.327,162,539,0.025
"Julio Rodríguez","OF","SEA","SEA",11,23697,"R",677594,2024,23,"23 - 23",2024,2024,143,567,613,155,118,17,0,20,76,68,38,1,156,6,2,0,10,24,5,0.273,183,145,85,12,2386,818,1568,20,0,0,0.062,0.254,0.244,0.325,0.409,0.734,0.136,0.344,1.262,0.206,0.443,0.351,0.083,0.138,0.109,0,0.349,0.321,5.118,76.826,10.98,2.77,18.535,0.863,1.899,NA,3.633,12.946,37.013,3.823,3.742,30.581,1.966,4.681,115.654,1.504,1.862,-10.477,12.339,11.739,1.171,1.016,3.46,1,0.991,0.842,0.456,94.266,0.266,84.453,0.081,89.407,0.07,80.518,0.104,85,0.022,87.192,NA,NA,0.002,NA,13.086,0.965,0.343,1.61,-5.592,-0.445,NA,1.204,0.152,0.177,0.959,-2.246,-0.856,NA,0.405,0.763,0.543,0.586,0.822,0.714,0.385,0.62,0.155,0.114,0.269,147,151,115,59,203,151,413,0.356,0.366,0.278,0.143,0.492,0.366,-1.1,0.3,114.039,76.3,112.752,105.105,103.719,87.737,120.283,105.559,106.829,89.964,121.663,87.211,104.162,115.606,88.153,93.087,117.972,0.346,0.279,0.472,0.462,0,0,1,0,0,0,NA,NA,-0.039,NA,NA,NA,0,1,0,-0.039,-0.039,0.107,NA,0.066,0.281,0.08,0.018,NA,NA,0.169,0.278,0.002,85.204,NA,80.587,94.581,89.605,86.12,NA,NA,94.198,84.648,89.036,0.524,NA,3.254,-1.501,0.353,-4.688,NA,NA,-5.76,3.344,0,2.259,NA,-7.521,8.521,3.817,0.478,NA,NA,3.641,-0.153,0,-6.751,NA,1.201,8.076,0.214,0.247,NA,NA,2.655,-0.466,-0.253,-2.637,NA,0.765,1.204,0.113,0.589,NA,NA,0.66,-0.07,-6.319,0.356,0.744,0.543,0.523,0.81,0.712,0.481,18.571,413,91.654,10.538,42,0.102,114.548,199,0.482,3.784,162,613,0.071
"Eugenio Suárez","3B","ARI","ARI",15,12552,"R",553993,2024,32,"32 - 32",2024,2024,158,571,640,146,86,28,2,30,90,101,49,0,176,9,11,0,10,2,1,0.256,133,177,96,18,2543,920,1623,5,0,0,0.077,0.275,0.278,0.319,0.469,0.788,0.214,0.309,0.751,0.236,0.328,0.436,0.102,0.169,0.038,0,0.398,0.337,13.968,88.834,11.522,3.131,19.352,2.011,1.961,NA,5.142,10.39,36.845,3.805,4.02,30.442,-1.132,3.414,115.055,-1.142,-0.349,-11.151,10.802,6.443,0.698,0.932,NA,0,0.286,-0.661,0.528,94.069,0.251,84.854,0.052,88.617,0.065,80.552,0.076,85.211,0.022,86.789,0.005,76.615,0,NA,9.474,-3.082,4.408,2.458,0.904,-0.567,-0.096,0.705,-0.484,3.314,1.49,0.466,-0.996,-0.735,0.305,0.69,0.472,0.507,0.856,0.728,0.435,0.652,0.128,0.166,0.295,210,104,92,60,198,148,406,0.517,0.256,0.227,0.148,0.488,0.365,0.5,0.8,103.586,92.913,121.747,101.082,116.2,136.024,104.418,119.502,76.177,117.161,141.986,128.173,72.694,92.841,92.67,92.91,115.495,0.332,0.249,0.456,0.01,1,0,0,0,0,0,0.035,NA,NA,NA,NA,NA,1,0,0.035,0,0.035,0.082,NA,0.056,0.336,0.061,0.015,0.005,NA,0.187,0.257,NA,85.348,NA,80.318,94.242,89.434,86.126,76.38,NA,93.932,84.71,NA,2.089,NA,0.561,-0.969,0.708,-2.798,-4.708,NA,-4.262,2.49,NA,1.545,NA,-6.627,8.074,3.312,0.26,-2.474,NA,3.631,-0.466,NA,0.187,NA,2.342,7.249,2.284,0.419,-0.095,NA,2.001,-2.645,NA,0.09,NA,1.638,0.849,1.464,1.103,-0.728,NA,0.421,-0.404,NA,0.257,0.665,0.471,0.412,0.839,0.728,0.525,18.12,406,89.167,19.338,46,0.113,111.422,172,0.424,3.951,162,640,0.019
"Ezequiel Tovar","SS","COL","COL",19,24064,"R",678662,2024,22,"22 - 22",2024,2024,157,655,695,176,101,45,4,26,83,78,23,1,200,4,7,5,16,6,5,0.269,151,211,98,22,2529,712,1817,15,7,1,0.033,0.288,0.115,0.295,0.469,0.763,0.2,0.344,0.716,0.213,0.328,0.459,0.104,0.123,0.099,0.143,0.358,0.324,7.96,89.26,-4.229,9.5,21.015,7.076,2.129,NA,16.577,-4.165,35.556,3.672,3.743,29.377,0.064,4.227,94.912,-1.827,0.113,-12.727,12.84,-9.452,-0.81,0.97,NA,0,-0.564,0.681,0.472,93.962,0.268,84.372,0.087,88.864,0.074,79.701,0.074,85.385,0.019,85.854,0.006,75.643,0.002,NA,-10.051,8.278,-5.665,4.657,6.682,-1.604,-0.136,-0.842,1.221,-2.563,2.49,3.573,-3.341,-0.97,0.481,0.826,0.619,0.524,0.835,0.69,0.401,0.679,0.192,0.095,0.287,181,165,121,61,237,169,468,0.388,0.353,0.259,0.131,0.507,0.362,-0.2,-0.1,108.857,40.161,127.4,93.433,116.04,127.327,116.442,107.671,76.334,123.271,103.225,96.043,100.267,106.157,81.908,96.684,114.656,0.289,0.235,0.406,1.891,1,0,0,0,0,0,0.035,NA,NA,NA,NA,NA,1,0,0.035,0,0.035,0.077,NA,0.067,0.316,0.081,0.015,0.006,NA,0.157,0.282,NA,85.527,NA,79.56,94.522,89.271,85.898,75.843,NA,93.198,84.424,NA,1.51,NA,0.539,-1.217,0.392,-1.946,-1.72,NA,-2.981,2.381,NA,1.916,NA,-5.709,7.613,3.381,1.316,-2.184,NA,3.166,-0.36,NA,6.791,NA,3.28,-9.62,-3.437,-1.113,-0.134,NA,-2.26,8.292,NA,3.501,NA,1.929,-1.204,-1.669,-3.009,-0.954,NA,-0.571,1.165,NA,0.44,0.811,0.62,0.483,0.807,0.689,0.485,18.395,468,88.768,18.897,42,0.09,110.605,186,0.397,4.29,162,695,0
"Brenton Doyle","OF","COL","COL",19,25479,"R",686668,2024,26,"26 - 26",2024,2024,149,542,603,141,90,24,4,23,82,72,46,1,153,3,8,4,13,30,5,0.26,162,154,79,11,2158,758,1400,11,6,0,0.076,0.254,0.301,0.317,0.446,0.764,0.186,0.316,1.052,0.2,0.41,0.39,0.071,0.149,0.068,0,0.368,0.328,8.64,79.178,-1.936,10.245,18.233,1.807,1.848,NA,12.052,3.419,35.551,3.672,3.305,29.373,5.354,6.862,97.315,2.886,-0.158,-10.617,10.46,2.624,0.175,0.973,2.303,2,-0.284,0.122,0.488,93.807,0.24,84.412,0.088,88.7,0.095,79.732,0.068,85.568,0.017,86.73,0.004,77.25,0.002,NA,-2.135,2.541,3.442,-2.039,3.513,-0.013,-0.175,-0.203,0.491,1.812,-0.995,2.406,-0.035,-1.939,0.337,0.77,0.51,0.51,0.87,0.728,0.399,0.643,0.139,0.135,0.274,156,146,99,55,199,147,401,0.389,0.364,0.247,0.137,0.496,0.367,0.8,-0.2,105.391,92.576,112.331,100.589,110.541,118.635,106.786,101.079,95.371,104.776,125.113,96.402,103.323,101.151,86.007,94.543,116.145,0.333,0.259,0.448,2.469,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.07,NA,0.082,0.293,0.089,0.016,0.004,NA,0.19,0.255,NA,85.716,NA,79.554,94.375,88.998,86.425,76.786,NA,93.363,84.262,NA,2.358,NA,1.401,-0.91,0.578,-2.959,-4.815,NA,-4.851,3.029,NA,2.069,NA,-6.373,7.686,3.158,2.131,-2.569,NA,3.206,-0.316,NA,3.171,NA,-2.848,-5.417,2.177,0.063,-0.176,NA,5.51,1.876,NA,2.1,NA,-1.6,-0.857,1.128,0.186,-1.954,NA,1.341,0.341,NA,0.299,0.717,0.51,0.4,0.864,0.729,0.503,17.782,401,89.14,13.09,42,0.105,110.058,164,0.409,3.722,162,603,0.02
"Byron Buxton","OF","MIN","MIN",8,14161,"R",621439,2024,30,"30 - 30",2024,2024,102,355,388,99,51,27,3,18,62,56,20,1,99,11,2,0,3,7,2,0.279,76,120,62,18,1459,497,962,13,0,0,0.052,0.255,0.202,0.335,0.524,0.859,0.245,0.338,0.633,0.24,0.295,0.465,0.15,0.15,0.171,0,0.353,0.366,17.33,62.718,18.508,0.548,11.732,0.775,1.202,NA,1.323,21.279,35.536,3.67,3.315,29.361,2.771,6.174,141.689,-0.049,1.759,-6.284,8.043,16.431,1.717,0.984,0.764,3,1.087,0.7,0.455,94.431,0.237,84.934,0.067,89.299,0.084,80.082,0.129,84.676,0.029,85.833,NA,NA,0.002,NA,11.955,4.343,0.57,0.994,-1.968,0.493,NA,1.803,1.255,0.588,0.815,-1.047,1.173,NA,0.368,0.778,0.54,0.524,0.805,0.694,0.42,0.662,0.165,0.119,0.284,127,85,46,42,120,96,258,0.492,0.329,0.178,0.163,0.465,0.372,1.3,0.2,116.335,63.445,113.049,108.478,132.812,158.331,118.178,123.253,71.02,119.183,132.308,120.611,93.86,74.024,100.453,88.086,120.062,0.358,0.269,0.516,2.821,1,0,0,0,0,0,0.021,NA,NA,NA,NA,NA,1,0,0.021,0,0.021,0.136,NA,0.088,0.302,0.054,0.023,NA,NA,0.15,0.248,NA,84.651,NA,80.182,94.533,89.863,86.045,NA,NA,94.117,85.157,NA,-0.451,NA,2.262,-0.769,1.402,-5.226,NA,NA,-6.259,2.957,NA,2.416,NA,-7.055,8.353,3.864,1.368,NA,NA,3.774,0.106,NA,-0.554,NA,1.023,11.555,-0.797,-0.587,NA,NA,0.453,5.059,NA,-0.28,NA,0.799,2.626,-1.022,-1.777,NA,NA,0.208,1.401,NA,0.325,0.75,0.541,0.438,0.802,0.694,0.508,19.141,258,91.728,19.799,34,0.132,113.241,124,0.481,2.395,162,388,0.051
"Ian Happ","OF","CHC","CHC",17,17919,"B",664023,2024,29,"29 - 29",2024,2024,153,569,657,138,77,34,2,25,89,86,80,1,168,6,2,0,7,13,2,0.243,157,168,77,12,2724,1048,1676,13,1,1,0.122,0.256,0.476,0.341,0.441,0.782,0.199,0.299,0.935,0.192,0.391,0.418,0.071,0.149,0.083,1,0.416,0.341,16.322,93.176,17.095,1.897,19.866,-7.286,2.013,NA,-5.388,18.358,34.849,3.599,3.826,28.793,1.264,4.894,121.759,0.511,1.968,-11.074,13.042,17.925,1.864,1.014,2.872,1,0.424,1.517,0.479,94.152,0.156,84.405,0.074,89.564,0.072,79.403,0.165,85.772,0.054,87.253,NA,NA,0.003,NA,17.298,0.402,5.344,-0.977,-6.054,-0.465,NA,1.327,0.095,2.646,-0.499,-1.351,-0.319,NA,0.271,0.7,0.458,0.602,0.817,0.745,0.436,0.612,0.117,0.157,0.273,161,133,109,62,189,152,403,0.4,0.33,0.27,0.154,0.469,0.377,0.8,0.1,98.254,147.769,113.206,108.12,109.212,126.432,101.18,96.804,90.818,112.31,124.66,98.998,93.656,110.816,96.472,89.347,119.5,0.349,0.247,0.458,0.752,3,0,0,0,0,0,0.108,NA,NA,NA,NA,NA,3,0,0.108,0,0.108,0.165,0.001,0.07,0.348,0.08,0.047,NA,NA,0.13,0.159,NA,86.13,80.605,79.462,94.703,90.018,86.134,NA,NA,93.509,84.613,NA,-3.031,7.512,3.286,-2.445,0.718,-4.887,NA,NA,-2.764,2.643,NA,2.001,-9.431,-7.696,8.046,4.174,0.879,NA,NA,2.891,-0.406,NA,-5.605,-0.034,-0.132,5.178,6.848,-0.305,NA,NA,10.654,-1.541,NA,-1.251,-1.686,-0.069,0.547,3.142,-0.237,NA,NA,3.01,-0.356,NA,0.246,0.648,0.458,0.524,0.815,0.742,0.528,18.708,403,90.806,15.134,47,0.117,113.971,181,0.449,4.056,162,657,0.053
"Masyn Winn","SS","STL","STL",28,27479,"R",691026,2024,22,"22 - 22",2024,2024,150,587,637,157,105,32,5,15,85,57,41,1,109,1,5,3,1,11,5,0.267,194,179,105,20,2559,875,1684,19,8,5,0.064,0.171,0.376,0.314,0.416,0.73,0.148,0.303,1.084,0.22,0.406,0.374,0.112,0.084,0.098,0.625,0.259,0.315,2.72,77.235,2.648,2.066,19.261,6.504,1.952,NA,8.57,4.868,34.651,3.579,3.392,28.629,2.22,5.475,103.476,-0.977,-0.169,-11.48,11.311,-4.691,-0.519,1.019,1.017,4,-0.15,-0.016,0.515,93.742,0.232,84.506,0.074,88.8,0.077,79.765,0.072,84.27,0.029,86.625,0.002,79,0.002,NA,8.806,1.948,-1.835,0.818,0.366,-1.482,-0.447,0.669,0.329,-0.966,0.417,0.198,-2.031,-11.184,0.33,0.642,0.466,0.715,0.91,0.832,0.434,0.62,0.078,0.189,0.267,172,176,138,94,264,128,486,0.354,0.362,0.284,0.193,0.543,0.263,0.2,0.4,108.354,78.109,75.755,99.537,102.911,94.357,102.695,111.017,94.379,100.638,70.2,87.699,102.77,116.338,121.285,103.488,83.445,0.296,0.259,0.366,3.198,1,0,0,0,0,0,0.267,NA,NA,NA,NA,NA,1,0,0.267,0,0.267,0.071,NA,0.069,0.328,0.087,0.024,0.002,0,0.177,0.242,NA,84.311,NA,79.663,94.293,89.703,85.893,79.322,80.437,93.224,84.474,NA,2.697,NA,1.866,-0.809,1.122,-2.033,-3.222,-5.644,-4.518,3.268,NA,2.05,NA,-6.066,8.196,3.852,1.46,-2.422,-2.425,3.642,-0.228,NA,-2.123,NA,2.913,0.196,-2.21,-1.146,-0.453,0.038,5.638,0.908,NA,-1.166,NA,1.655,0.023,-1,-1.849,-11.318,3.808,1.247,0.147,NA,0.301,0.607,0.466,0.655,0.906,0.831,0.54,17.779,486,87.048,13.182,18,0.037,111.078,159,0.327,3.932,162,637,0.007
"Manny Machado","3B","SDP","SDP",29,11493,"R",592518,2024,31,"31 - 31",2024,2024,152,593,643,163,104,30,0,29,77,105,45,6,124,1,4,0,25,11,2,0.275,207,180,85,24,2389,818,1571,9,1,0,0.07,0.193,0.363,0.325,0.472,0.797,0.197,0.302,1.15,0.18,0.439,0.381,0.133,0.161,0.043,0,0.308,0.34,15.259,90.476,16.886,0.524,19.442,-4.011,1.97,NA,-3.487,16.519,34.444,3.557,3.713,28.459,-0.367,3.573,121.961,0.253,0.594,-11.501,12.095,17.326,1.867,0.981,5.905,1,1.282,-0.676,0.527,94.215,0.221,84.979,0.087,89.372,0.064,79.869,0.073,85.08,0.028,87.242,NA,NA,0.008,NA,8.751,2.976,-2.779,-2.096,2.951,-2.348,NA,0.696,0.564,-1.343,-1.37,1.687,-3.557,NA,0.335,0.752,0.516,0.626,0.87,0.781,0.434,0.63,0.113,0.142,0.255,177,192,104,63,234,176,473,0.374,0.406,0.22,0.133,0.495,0.372,0.6,-0.2,111.357,84.93,85.376,103.076,116.899,125.609,102.148,91.014,101.983,102.487,134.965,92.729,115.194,90.085,83.521,94.249,117.891,0.338,0.274,0.466,-0.62,2,0,0,0,0,0,0.07,NA,NA,NA,NA,NA,2,0,0.07,0,0.07,0.075,NA,0.062,0.302,0.085,0.026,NA,0,0.217,0.234,NA,84.828,NA,79.809,94.55,89.9,87.576,NA,82.03,93.966,85.05,NA,-1.188,NA,3.489,-1.858,0.774,-3.678,NA,-4,-6.111,3.711,NA,1.186,NA,-7.157,8.316,4.007,0.793,NA,-2.242,3.456,-0.248,NA,3.205,NA,-1.19,4.766,-3.593,-2.63,NA,0.486,3.139,1.716,NA,1.801,NA,-0.804,0.662,-1.779,-4.174,NA,48.633,0.607,0.308,NA,0.289,0.71,0.516,0.536,0.863,0.778,0.538,18.994,473,92.507,12.736,52,0.11,115.558,231,0.488,3.969,162,643,0.338
"Seiya Suzuki","OF","CHC","CHC",17,30116,"R",673548,2024,29,"29 - 29",2024,2024,132,512,585,145,91,27,6,21,74,73,63,3,160,6,4,0,6,16,6,0.283,120,167,69,12,2512,1000,1512,11,0,0,0.108,0.274,0.394,0.366,0.482,0.848,0.199,0.37,0.719,0.194,0.337,0.469,0.072,0.126,0.092,0,0.417,0.365,25.752,94.184,26.44,-1.174,17.689,-9.588,1.792,NA,-10.763,25.664,34.382,3.551,3.918,28.407,-0.777,5.779,137.797,-0.469,1.837,-9.643,11.479,26.794,2.797,0.971,1.799,1,2.954,-1.061,0.501,94.331,0.222,84.81,0.073,89.212,0.071,79.96,0.097,85.766,0.035,88.281,NA,NA,0.004,NA,18.308,1.385,4.022,2.273,3.69,-3.614,NA,1.455,0.249,2.186,1.284,1.512,-4.06,NA,0.236,0.627,0.396,0.628,0.857,0.777,0.41,0.576,0.088,0.206,0.294,120,156,80,50,169,137,356,0.337,0.438,0.225,0.14,0.475,0.385,-0.7,0.4,114.731,130.69,121.084,116.006,119.436,126.83,125.28,97.955,78.385,126.067,105.341,83.529,124.355,92.07,88.071,90.439,121.927,0.348,0.258,0.463,-0.307,2,0,1,0,0,0,0.153,NA,-0.039,NA,NA,NA,2,1,0.153,-0.039,0.114,0.092,0.001,0.065,0.307,0.071,0.035,NA,NA,0.197,0.232,0,86.012,79.584,79.865,95.006,89.596,87.062,NA,NA,93.764,85.014,90.886,1.947,4.774,2.911,-2.469,0.758,-3.621,NA,NA,-4.319,3.137,0,1.98,-9.162,-7.211,8.186,3.214,0.961,NA,NA,3.226,-0.374,0,1.325,-0.004,1.125,4.631,4.295,-1.938,NA,NA,11.942,1.404,-0.039,0.574,-0.216,0.69,0.601,2.427,-2.177,NA,NA,2.417,0.242,-3.936,0.201,0.58,0.397,0.553,0.846,0.774,0.517,18.572,356,91.705,16.176,41,0.115,115.503,174,0.489,3.611,162,585,0.447
